CIUDAD,AÑO,VS15
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,Si
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2010,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,Si
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
Bogotá,2011,No
